 pose_Tx, pose_Ty, pose_Tz, pose_Rx, pose_Ry, pose_Rz, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c,image_path
24.4,13.6,237.7,-0.095,0.057,-0.016,0,0,1.53,0,1.68,2.81,0,1.77,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S005/001/S005_001_00000011.jpg
34.5,26.5,290.6,-0.026,0.121,-0.034,0,0,0.38,0,0.91,0.9,0,0,0.68,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S010/001/S010_001_00000001.jpg
34.5,26.5,290.6,-0.026,0.121,-0.034,0,0,0.38,0,0.91,0.9,0,0,0.68,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S010/001/S010_001_00000002.jpg
34.5,26.5,290.6,-0.026,0.121,-0.034,0,0,0.38,0,0.91,0.9,0,0,0.68,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S010/001/S010_001_00000003.jpg
34.4,26.5,290,-0.026,0.123,-0.036,0,0,0.43,0,0.93,0.82,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S010/001/S010_001_00000004.jpg
34.4,26.5,290,-0.028,0.122,-0.034,0,0,0.39,0,1.01,1.1,0,0.04,0.65,0.35,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S010/001/S010_001_00000005.jpg
34.3,26.3,287.5,-0.028,0.116,-0.034,0,0,0.42,0,0.97,0.85,0,0,0.81,0.25,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S010/001/S010_001_00000006.jpg
34.1,26.4,286.5,-0.016,0.115,-0.035,0,0,0.3,0,1.13,0.81,0,0.44,0.9,0.81,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S010/001/S010_001_00000007.jpg
33.9,26,285.2,-0.015,0.111,-0.033,0,0,0.07,0,1.3,1.18,0,0.92,0.95,0.56,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S010/001/S010_001_00000008.jpg
33.6,25.3,282.9,-0.009,0.11,-0.033,0,0,0,0,1.39,0.58,0,0.88,1.35,0.74,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S010/001/S010_001_00000009.jpg
33.6,24.9,282.4,-0.006,0.11,-0.031,0,0,0,0,1.67,0.98,0,1,1.51,0.64,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S010/001/S010_001_00000010.jpg
33.6,24.6,281.9,0,0.111,-0.032,0,0,0,0,1.67,0.78,0,0.93,1.62,0.66,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S010/001/S010_001_00000011.jpg
33.6,24.5,282.6,0.003,0.115,-0.028,0,0,0,0,1.66,0.62,0,0.88,1.71,1.01,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S010/001/S010_001_00000012.jpg
33.4,24.3,281.6,0.016,0.118,-0.031,0,0,0,0,1.72,0.67,0,0.84,1.76,0.98,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S010/001/S010_001_00000013.jpg
33.3,24.1,281.3,0.021,0.118,-0.03,0,0,0,0,1.74,1.2,0,0.85,1.87,0.76,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S010/001/S010_001_00000014.jpg
33.2,28,290.6,-0.014,0.125,-0.036,0,0,0.81,0,0.71,1.37,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S010/002/S010_002_00000001.jpg
33.3,28.1,291.8,-0.017,0.123,-0.036,0,0,0.88,0,0.55,1.3,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S010/002/S010_002_00000002.jpg
33.4,28,290.8,-0.01,0.123,-0.036,0,0,0.93,0,0.71,1.3,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S010/002/S010_002_00000003.jpg
33.5,28,291.2,-0.011,0.122,-0.036,0,0,0.73,0,0.53,1,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S010/002/S010_002_00000004.jpg
33.2,27.6,288.3,-0.008,0.123,-0.034,0,0,0.68,0,0.44,0.74,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S010/002/S010_002_00000005.jpg
32.8,27.6,283.2,-0.001,0.126,-0.036,0,0,0.9,0,0.1,0.14,0,0,0.22,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S010/002/S010_002_00000006.jpg
32.8,28,280.3,0.044,0.116,-0.043,0,0,1.21,0,0.03,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S010/002/S010_002_00000007.jpg
33.2,24.8,284.3,-0.055,0.114,-0.031,0,0,0.23,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S010/002/S010_002_00000008.jpg
32.8,24.8,283.7,-0.068,0.109,-0.016,0,0,0.43,0,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S010/002/S010_002_00000009.jpg
32.5,24.3,282.1,-0.076,0.112,-0.014,0,0,0.4,0,0,0,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S010/002/S010_002_00000010.jpg
32.1,24.1,279.3,-0.083,0.117,-0.012,0,0,0.25,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S010/002/S010_002_00000011.jpg
32.3,23.9,280,-0.074,0.115,-0.012,0,0,0.18,0,0,0,0,0,0.39,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S010/002/S010_002_00000012.jpg
32.1,23.8,278,-0.098,0.116,-0.004,0,0,0.26,0,0,0,0,0,0.27,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S010/002/S010_002_00000013.jpg
32.3,24.1,277.7,-0.071,0.119,-0.014,0,0,0.5,0,0,0,0,0,0.39,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S010/002/S010_002_00000014.jpg
34.2,29.2,291.5,-0.01,0.129,-0.036,0,0,1.12,0,0.03,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S010/003/S010_003_00000001.jpg
34.1,29.1,291.7,-0.005,0.13,-0.036,0,0,1.16,0,0.16,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S010/003/S010_003_00000002.jpg
34.1,29.1,291.7,-0.014,0.13,-0.035,0,0,0.95,0,0.14,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S010/003/S010_003_00000003.jpg
34,29.1,292.1,-0.011,0.13,-0.036,0,0,0.92,0,0.09,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S010/003/S010_003_00000004.jpg
34,28.9,291.7,-0.014,0.131,-0.036,0,0,1.1,0,0.03,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S010/003/S010_003_00000005.jpg
34,28.7,292.7,-0.015,0.13,-0.032,0,0,1.25,0,0.2,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S010/003/S010_003_00000006.jpg
33.8,28.4,291.4,-0.021,0.132,-0.03,0,0,1.28,0,0.19,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S010/003/S010_003_00000007.jpg
33.4,28.2,291.2,-0.029,0.131,-0.026,0,0,1.49,0,0.39,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S010/003/S010_003_00000008.jpg
33.3,28.2,292.7,-0.027,0.135,-0.022,0,0,1.23,0,0.36,1.19,0,0,0.04,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S010/003/S010_003_00000009.jpg
32.9,27.9,291.7,-0.026,0.136,-0.016,0,0,1.43,0,0.26,0.33,0,0,0.14,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S010/003/S010_003_00000010.jpg
32.8,27.9,292.8,-0.031,0.137,-0.011,0,0,1.44,0,0.42,1.39,0,0,0.19,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S010/003/S010_003_00000011.jpg
32.6,27.7,291.3,-0.031,0.141,-0.009,0,0,1.68,0,0.51,1.24,0,0,0.02,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S010/003/S010_003_00000012.jpg
32.8,27.7,291.3,-0.03,0.14,-0.007,0,0,1.72,0,0.39,0.93,0,0,0.03,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S010/003/S010_003_00000013.jpg
32.8,27.9,291.4,-0.024,0.141,-0.006,0,0,1.72,0,0.47,1.71,0,0,0.23,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S010/003/S010_003_00000014.jpg
33,28,292,-0.025,0.139,-0.003,0,0,1.35,0,0.44,1.58,0,0,0.13,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S010/003/S010_003_00000015.jpg
32.9,28.2,290.7,-0.03,0.137,-0.001,0,0,1.3,0,0.4,1.19,0,0,0.02,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S010/003/S010_003_00000016.jpg
33.1,28.2,291,-0.03,0.138,-0.002,0,0,1.44,0,0.36,1.17,0,0,0.1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S010/003/S010_003_00000017.jpg
32.9,28.4,291.3,-0.03,0.135,0.001,0,0,1.67,0,0.38,1.4,0,0,0.12,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S010/003/S010_003_00000018.jpg
32.4,27.7,289.4,-0.017,0.127,-0.05,0,0,0.99,0,0.15,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S010/004/S010_004_00000001.jpg
32.5,27.8,290.2,-0.014,0.13,-0.05,0,0,0.88,0,0.27,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S010/004/S010_004_00000002.jpg
32.4,27.8,288.6,-0.012,0.13,-0.051,0,0,1,0,0.26,1.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S010/004/S010_004_00000003.jpg
32.5,27.9,288.7,-0.005,0.13,-0.053,0,0,1.24,0,0.18,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S010/004/S010_004_00000004.jpg
32.5,28.1,287.9,-0.009,0.131,-0.051,0,0,1.19,0,0.19,1.62,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S010/004/S010_004_00000005.jpg
32.8,28.5,289,0.003,0.128,-0.05,0,0,1.63,0,0.27,2.26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S010/004/S010_004_00000006.jpg
32.6,28.4,286.1,0.004,0.129,-0.05,0,0,2.04,0,0.41,2.31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S010/004/S010_004_00000007.jpg
32.5,28.2,284.7,-0.001,0.126,-0.048,0,0,1.91,0,0.52,2.39,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S010/004/S010_004_00000008.jpg
32.5,27.9,283.7,-0.022,0.123,-0.047,0,0,2.22,0,0.46,3.01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S010/004/S010_004_00000009.jpg
32.6,27.5,283.4,-0.016,0.124,-0.049,0,0,2.37,0,0.61,3.08,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S010/004/S010_004_00000010.jpg
32.6,27.3,283.8,-0.023,0.123,-0.048,0,0,2.62,0,0.73,3.37,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S010/004/S010_004_00000011.jpg
32.8,27.2,285.4,-0.023,0.125,-0.048,0,0,2.96,0,0.62,3.14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S010/004/S010_004_00000012.jpg
32.7,26.9,284.3,-0.023,0.123,-0.05,0,0,2.98,0,0.77,3.56,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S010/004/S010_004_00000013.jpg
32.6,26.8,284,-0.032,0.124,-0.045,0,0,3.04,0,0.9,3.39,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S010/004/S010_004_00000014.jpg
32.7,26.8,284.1,-0.03,0.122,-0.048,0,0,2.98,0,0.85,3.54,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S010/004/S010_004_00000015.jpg
32.8,26.7,284.2,-0.025,0.126,-0.049,0,0,2.98,0,0.89,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S010/004/S010_004_00000016.jpg
33.2,26.8,285.4,-0.034,0.122,-0.048,0,0,2.97,0,0.9,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S010/004/S010_004_00000017.jpg
33.2,26.5,285,-0.03,0.124,-0.048,0,0,2.76,0,0.94,3.22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S010/004/S010_004_00000018.jpg
33.1,26.4,284.4,-0.035,0.122,-0.045,0,0,2.79,0,0.95,3.42,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S010/004/S010_004_00000019.jpg
33.2,27,291,-0.022,0.127,-0.03,0,0,1.09,0,0.36,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S010/005/S010_005_00000001.jpg
33,27,290.7,-0.024,0.127,-0.03,0,0,0.93,0,0.19,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S010/005/S010_005_00000002.jpg
32.9,27.1,291.9,-0.025,0.126,-0.03,0,0,1.04,0,0.26,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S010/005/S010_005_00000003.jpg
32.8,27.1,291.1,-0.026,0.126,-0.029,0,0,0.89,0,0.31,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S010/005/S010_005_00000004.jpg
32.8,27.2,292.2,-0.023,0.126,-0.03,0,0,0.81,0,0.27,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S010/005/S010_005_00000005.jpg
